branch,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
ME,5.13,1,5.5,7.2,56,6.3,4.7,5.1,3,3,3,0,0,0,1,17.39
CSE,6.49,0,2.7,3.7,72.9,9,8.2,1.3,1,3,1,0,0,2,1,13.84
CSE,8.85,1,3.5,3.7,71.7,8.2,4.6,4.8,1,2,0,3,0,0,1,15.58
ECE,7.66,0,5,8.3,75.5,9.1,4.6,6.5,1,3,1,2,0,0,1,19.29
CSE,7.79,1,10,5.1,60.9,7.4,6.4,5.7,1,2,1,1,0,1,1,20.43
ECE,6.03,0,8.3,4.9,51.3,7.1,1.7,7.5,1,0,1,0,2,1,0,
CSE,8.2,0,5.5,7.2,67.5,5.8,2.9,3.1,0,1,1,1,0,0,1,17.31
CSE,5.92,0,6.6,6.2,39.1,5.3,3.4,2.6,1,3,2,1,0,0,0,
EE,8,0,8.6,4.9,55.1,6,3.5,4.2,0,2,1,1,0,0,0,
Chemical,6.93,0,8.7,3.9,58.7,6.8,4.3,3.9,1,5,1,1,1,1,1,16.69
ME,6.96,0,5.3,7.2,27.6,7.9,2.6,6.7,1,3,2,1,0,0,1,18.43
IT,7.14,0,6.6,7.4,52.7,7.7,5,5.4,0,4,4,0,0,0,1,16.44
CSE,6.37,0,6.5,3.4,76.9,4.8,5.1,4.4,0,5,1,0,1,2,0,
IT,8.49,1,5.7,4.1,55.1,8.3,5.1,2.3,1,3,2,0,0,2,0,
CSE,7.56,0,7.9,2.7,69.5,4.1,5,2.4,2,1,3,1,0,1,1,17.12
IT,6.49,0,8.6,7.9,61.3,6.9,5,2.7,0,4,4,0,0,0,1,15.96
IT,7.98,0,4.9,8.9,63.1,4.9,2,5.2,1,3,2,0,0,0,1,19.75
IT,7.74,0,6.5,4.3,71,5.2,6.2,2.2,0,0,2,0,0,3,0,
IT,7.04,1,3.4,2.2,44.3,6.4,6.9,0.1,0,2,2,0,2,1,1,12.08
CE,8.45,0,3.2,4.6,36,6.7,3.4,3.1,1,4,2,0,0,2,1,18.18
ECE,7.63,0,6.9,5.1,50.9,5.2,3.8,4.9,1,1,2,0,0,2,1,18.17
EE,7.63,0,6.9,4.2,75.7,7,3.7,4.7,3,3,2,0,0,3,1,18.05
ME,9,1,7.7,7,62.2,6.1,6.5,3.1,1,2,1,0,0,1,0,
CSE,6.89,2,7.2,7.1,87.1,5.3,5.9,1.9,0,1,1,0,2,1,0,
ME,8.49,3,5.5,3.6,72.7,6.4,3.8,6,0,3,3,2,2,3,1,16.16
EE,7.53,0,7.1,5.1,66.1,7.2,1.9,3.3,0,4,1,0,0,1,1,14.28
CSE,6.79,0,7.2,6.3,78.9,7.3,6.4,4.7,0,3,4,1,0,0,1,16.82
EE,7.68,3,4.2,6.6,60.1,5,6.8,2.9,0,2,1,0,1,1,0,
EE,6.26,0,6,6.8,46.1,2.9,6.1,2.6,1,1,1,0,0,1,0,
CSE,7.76,3,5.1,7,70.9,7.1,8,5.2,0,0,2,1,0,2,0,
ME,8.4,0,6.5,6.2,53.4,6.5,2.7,0.5,2,3,1,1,0,0,1,17.42
Chemical,7.39,0,5.5,4.5,91,6.1,2.3,5.7,3,2,0,1,1,0,1,22.1
IT,5.78,0,5.4,5.6,89.3,5.3,5,2.7,1,1,4,0,1,0,0,
ME,6.42,0,5.4,2.9,51.4,5,5,0,1,3,1,0,1,1,0,
ECE,6.79,0,4.3,7.3,65.3,4.8,4.3,4.1,1,4,1,0,0,3,1,16.53
CSE,7.91,0,5,6.8,68.6,6.4,3.4,4.3,0,4,2,0,0,1,1,16.82
CSE,7.92,2,6.7,7.4,80,5.7,4.9,3.5,1,3,1,1,0,1,1,18.83
ECE,7.19,0,6.2,3.5,59.5,6.4,4,6.2,1,2,2,1,0,1,0,
Chemical,7.45,0,6.4,5.3,53.1,4.2,8.3,3.6,1,1,4,0,0,2,0,
Chemical,6.64,2,6.9,5.1,52.6,6.4,4.2,4,3,5,0,0,0,1,1,17.73
IT,8.41,0,6,5.4,76.8,5.8,5.3,0,0,0,2,1,0,2,1,16.8
ECE,7.25,0,5.5,5.3,38.1,7.4,4.8,3.5,0,5,1,0,0,0,0,
CSE,4.16,0,6.2,6.6,47.8,3.8,8.8,4.9,1,2,2,1,0,2,1,17.39
CE,6.12,0,6.8,5.2,69.5,5.2,3.1,3.9,1,1,1,0,1,2,0,
EE,7.96,0,5.4,8.9,65.2,6.6,7.6,4.1,0,4,2,0,0,2,1,19.55
ME,7.44,0,4.3,7.5,43.6,5.4,6.2,2,0,1,4,2,0,2,1,14.87
EE,6.93,1,6,4.9,74.5,7.5,5.9,5.4,0,2,1,1,1,1,0,
IT,4.82,0,8.4,7.5,64.1,6.7,3.5,5.9,3,3,1,2,0,1,1,18.19
IT,7.79,2,4.1,9.8,96.3,4.7,5.4,1,0,4,1,2,0,0,1,16.21
ME,8.94,0,4.6,4.7,50.2,7.5,3.9,4.7,1,3,2,0,0,2,0,
IT,9.08,0,5.7,4.1,44.7,6.5,1.7,2.4,0,4,1,1,0,2,1,14.59
CSE,6.57,0,5.9,3.4,81.7,6.8,4.9,1.8,2,2,0,1,0,2,0,
EE,6.74,1,6.1,5.5,65.2,6.3,7.5,6.1,2,1,1,0,2,3,1,19.35
CSE,8.09,1,5.5,4.6,67.3,7.3,2.1,1.5,3,2,3,0,0,2,1,16.64
ECE,7.08,2,6.4,3.4,72.3,7.7,7.4,2.1,1,1,1,0,1,1,1,15.7
CSE,7.12,0,4.9,7.4,43.1,5.2,4,0.5,0,2,1,2,1,2,1,15.31
CSE,5.32,0,3.8,4.1,58,7.4,6.5,4.7,0,3,2,3,1,0,0,
Chemical,6.26,0,6.3,1.6,81.9,7.7,5.7,5.1,3,5,3,1,0,1,1,16.84
ME,6.82,1,4.5,3.9,65.8,5.7,5,2.1,0,0,0,1,0,0,0,
Chemical,8.6,0,9.6,6.2,73.5,6.1,2,3.2,1,2,1,1,1,0,1,16.5
CSE,8.59,0,5.1,6.2,68.4,6.3,3.2,2,1,2,1,0,2,1,1,15.6
CSE,6,3,5.4,7.7,63.6,6.2,3.7,3.9,0,3,0,1,1,1,1,13.06
CE,6.19,1,7.4,7.4,56.9,5,0,4.4,0,1,1,0,0,1,0,
ECE,8.81,2,9.1,5.8,52.9,6.1,5.7,3.6,2,2,3,1,0,0,1,21.4
EE,8.01,2,6.5,2.4,65.9,6.1,2,3.8,0,1,0,0,0,0,1,12.61
ME,6.57,1,6.3,4.8,68.9,5.7,4.5,3.2,0,1,0,2,2,2,1,15.6
IT,7.3,0,6.2,3.1,71.2,8.8,1.2,1.9,1,3,0,1,0,1,1,16.4
ME,5.97,0,8.6,5.6,74.5,6.5,5.2,5.1,2,2,4,0,0,1,1,20.18
CE,6.21,0,5.3,4.5,65.1,7.2,0.9,2.8,2,0,1,0,1,1,1,14.33
ECE,6.16,3,6.2,5.8,61.5,5.5,0.7,3.9,1,2,0,1,0,1,0,
EE,6.88,1,3.8,5.6,62.5,7.5,3,3.1,0,4,2,0,0,2,0,
EE,6.92,1,6.5,4.7,53.9,4.2,5.9,4.7,1,2,1,1,0,1,1,16.28
ECE,5.16,2,6.9,7.2,85.2,6.4,5.3,2.8,0,4,1,0,0,2,0,
ECE,6.97,1,5.5,6.2,73.5,6.7,3.3,8.5,2,0,2,0,0,2,1,20.35
CE,6.74,0,7.3,4.7,59.9,5.1,4.1,5.9,2,4,0,1,0,1,0,
Chemical,8.13,3,3.2,5.3,45.2,6.1,8.1,4,0,0,1,1,0,2,1,16.58
CSE,7.27,0,7.2,5.7,86.8,4.8,4.1,5.4,0,0,2,2,1,3,0,
IT,6.44,0,6.9,4.6,67.5,4.3,3.3,2.2,2,5,1,0,0,0,1,18.85
CE,7.82,0,4.1,6.9,75.4,4.9,4.8,1,1,1,3,0,1,2,0,
CE,6.37,0,6.2,4,72.2,7,2.3,5.5,2,1,0,0,0,0,1,18.56
Chemical,6.84,1,6.3,4.4,59.7,9.5,7.4,1.4,0,4,2,0,2,0,1,13.79
CE,6.2,1,5.7,7.2,71.5,6.5,4.6,4.9,1,3,3,0,0,2,0,
IT,8.41,0,5.4,6.8,56.6,5.1,4.8,1.9,0,4,2,1,1,0,1,17.72
ME,6.1,0,7.2,4.1,62.7,6.4,4.3,5.8,3,1,3,2,0,0,1,18.23
CSE,4.95,1,6,7.3,72.1,2.3,6,0.8,2,3,0,2,1,2,0,
EE,8.53,2,8,4.9,69.3,7.1,3.9,4.1,3,4,3,1,1,1,1,19.97
Chemical,6.9,0,8.2,5.9,79.1,6,4.9,3.8,1,4,0,0,1,1,1,20.19
IT,7,0,7.3,8.2,64.5,6.6,9.7,5.8,2,2,0,1,1,0,1,21.33
CSE,7.52,0,7.4,3.9,49,7.5,3.6,5.2,0,3,1,0,1,0,1,18.79
ECE,6.55,0,3.8,7.6,61,4.2,2.7,3.3,1,1,1,1,1,2,1,17.36
ME,7.8,0,5.8,5.3,66.5,4.5,6.8,0,2,1,2,0,1,1,1,18.16
CE,6.94,1,4.4,3.9,60.6,5.1,9.1,1.9,2,5,1,1,2,2,0,
CSE,7.02,3,5.7,3.7,33,7.8,5.9,5.6,1,1,0,0,0,2,1,17.3
CSE,6.71,1,7.5,4.5,74.2,6.3,4.2,3.5,0,2,1,2,2,1,1,15.78
IT,5.35,0,6.9,4.5,57.1,5.8,5.8,0.9,1,1,0,0,1,0,1,13.35
EE,7.11,1,10,4.3,61.9,6.1,5.4,2.8,0,0,1,1,1,1,1,15
IT,7.6,1,5.2,5.7,51.1,7,5,4.1,1,4,0,1,2,1,1,18.88
Chemical,6.73,2,6.3,3,71.2,6.3,3.3,3.1,1,1,3,1,1,1,1,15.24
ECE,7.84,0,7.1,5.8,73.2,6.8,4.3,3.9,1,3,0,0,1,0,1,17.67
IT,5.01,0,7.6,5.7,58.3,5.7,3.6,2.6,1,3,1,0,2,0,1,17.44
EE,8.02,0,5.5,3.3,57.9,8.5,5.5,3.2,1,2,0,1,2,1,1,19.58
Chemical,6.94,1,6.3,8.6,51,7.8,1.2,4.4,2,2,1,1,1,1,1,20.35
ECE,8.95,0,7.3,9.4,51.1,2.4,2.5,5.8,0,5,2,1,1,3,1,21.26
ECE,6.01,1,7.6,6.2,81.8,8.1,6.2,2.7,1,2,2,0,0,1,1,16.54
EE,7.17,0,6.2,7.6,44.3,7.4,2.7,3.2,1,0,2,0,2,1,1,15.38
Chemical,8.11,1,6,4.4,49,5.5,9.6,4.2,1,2,2,1,0,2,1,17.1
IT,8.16,1,4.9,5.8,50.7,2.3,6.5,4.8,1,2,0,1,2,1,0,
EE,6.04,0,5.9,6,51.9,6.2,0.1,4.6,1,2,2,0,0,0,1,14.15
ECE,8.6,0,6.6,3.8,49,4.8,3.9,4.6,1,2,1,1,0,2,1,15.91
EE,5.05,0,8.4,3.4,43.2,7.3,7.2,5.2,0,2,0,0,0,0,0,
IT,6.97,1,6.7,5.4,47.9,5.1,6.5,4.2,2,1,0,0,0,1,0,
IT,7.17,0,3.3,5.9,60.7,6.2,2.3,2.3,0,2,3,2,1,2,0,
EE,6.05,0,6.8,3.3,65.3,5.4,4.9,6.6,1,0,2,0,0,2,1,15.5
CSE,7.83,0,4.9,3.3,66.3,3.9,5.7,4.7,1,1,3,0,1,1,0,
EE,7.04,0,7.2,7.4,54.3,6,3.6,4.8,2,4,2,1,2,1,0,
ME,7.09,2,5.8,8.3,63,8.8,6.5,4.7,2,4,2,2,0,1,1,22.38
Chemical,6.62,1,7.8,7.1,69.7,4.9,5.6,6,1,2,4,2,1,1,1,18.01
CE,7.56,1,8.7,4.5,77.5,5.7,2.8,5.1,2,3,1,0,0,0,1,18.75
CE,7.62,3,3.6,4.9,52.5,6.3,4.8,4.4,2,1,0,0,2,1,1,18.31
Chemical,7.91,3,6.8,4.2,73.9,7,4.9,1.7,1,3,2,0,2,1,1,17.19
CSE,6.37,2,6.9,5.1,55.2,5.7,2.2,4.1,3,3,1,2,0,0,1,18.04
ECE,6.79,0,6.5,3.9,47.6,8.1,3.7,5.7,0,2,1,0,0,2,0,
EE,8.44,3,5.3,2.8,63.4,9.2,0.7,2.8,2,1,2,3,1,1,1,17.61
ECE,5.02,0,5.1,5.6,84.9,5.3,6.1,4.7,0,2,2,2,0,1,0,
ECE,7.27,0,5.7,4.2,69.2,7.9,4.7,5.9,1,1,3,0,0,2,1,14.84
IT,6,0,3.4,8.1,66.5,6.4,6.4,2.7,1,1,3,1,0,2,0,
CE,6.76,0,5,5.4,63.1,5.9,6.1,7.3,0,1,0,1,1,2,0,
CSE,6.94,2,5.6,5.1,74.4,8.2,4.1,5.5,0,1,1,0,0,0,0,
ECE,8.31,0,4.7,5.9,51.6,5.3,3.6,4.4,3,2,3,1,0,2,1,22.55
CSE,5.79,0,5.9,9.8,43.1,4.1,5,2.5,1,4,3,1,1,2,1,17.11
CE,6.83,0,5.3,7,55.9,4.2,4.5,4.1,1,5,0,3,1,0,1,15.94
CSE,7.54,0,7.3,8.5,55.4,4.5,2.5,4.5,0,1,1,2,1,0,1,16.63
IT,7,0,5.9,3.8,54.9,7.4,4.4,2.8,0,2,1,0,0,2,1,14.58
CE,7.59,2,6.8,3.4,62,6.3,4.1,3,1,0,2,0,0,1,1,16.39
CSE,7.75,0,6.4,3.4,68.6,7.5,6.5,3.4,3,3,4,0,0,0,1,17.27
ECE,6,0,7.9,6.1,68.2,5,6.2,6,1,3,3,2,2,1,1,17.67
CE,7.48,1,5.6,4.5,53.7,4.4,1.7,6,1,0,3,3,0,1,0,
ECE,8.92,2,5.5,4.7,62.1,4.5,5.6,3.4,0,1,0,3,2,1,1,18.74
ME,5.55,1,5.6,1,69.3,5.9,3.3,0.8,0,3,1,0,1,3,0,
Chemical,6.28,0,7.4,4.3,49.7,6.6,6.6,3.9,1,1,3,2,0,0,1,16.05
ECE,7.04,2,6.2,6.1,67.3,4.6,2.5,3.5,1,0,1,0,1,2,0,
ECE,7.93,3,6.9,6.1,48,5,5.5,6.5,2,1,0,0,0,1,0,
IT,7.04,0,6.7,8.6,42.2,5.3,9,2.2,0,4,3,1,1,2,1,19.28
ECE,7.99,0,4.8,8.2,75,7.7,4,1.9,1,2,2,1,1,1,1,20.36
CSE,7.56,0,4.1,9.6,66.2,5.7,0.9,5.7,0,5,2,1,1,3,1,15.97
CSE,6.16,2,6,1.4,56.2,6.9,1.2,4.7,1,0,1,1,1,1,1,12.19
Chemical,7.45,1,7.8,6.7,51.2,1.2,4.6,3.1,2,4,3,0,1,0,1,17.53
Chemical,5.87,0,7,8.1,35,5.2,5.1,1.8,1,4,1,0,0,1,0,
CSE,7.15,1,4.9,3.9,35.1,7.5,0.8,3,0,3,4,0,0,1,0,
CE,8.46,3,7,6.6,57.5,7.2,5.6,4,2,0,2,2,2,2,1,18.8
CSE,6.34,3,5,4.8,52.1,5.7,6.9,0,2,2,0,1,0,0,1,15.38
EE,6.93,0,6.9,7,61.8,8.1,3.9,4.8,2,5,0,0,0,2,1,23.88
CSE,7.39,0,6.7,6.1,63.7,4.1,2.8,6.7,1,3,0,0,0,0,1,18.86
CSE,8.31,1,5.7,5.2,48.9,6.4,4.3,1.9,2,3,1,1,0,2,1,18.04
IT,6.4,0,5.6,6.3,68.4,6.4,3.2,2.2,1,3,2,2,0,3,1,13.31
ECE,8.96,0,5.2,2.9,60.9,5.9,6.6,4.9,1,3,2,0,2,2,0,
CSE,8.97,0,7.2,3.7,57.1,6.8,1.4,3.8,0,1,3,0,2,2,1,17.5
IT,7.14,1,7.4,8.3,48.7,1.8,2.8,2,0,5,1,0,1,1,1,17.27
IT,7.59,1,4.4,5.6,70.6,6.8,5.1,1.5,0,3,1,0,2,0,1,15.63
EE,7.43,0,6.7,10,75,7.6,7.5,6.4,2,1,0,1,0,1,1,21.9
Chemical,8.5,0,5.3,6.6,73.3,6.3,7,6.4,3,2,2,1,0,2,1,24.04
ME,7.3,0,5.7,3,74,5.2,6.4,3.2,0,4,1,0,0,2,0,
CSE,7.46,0,6.6,6,70.9,6.4,6.5,5.3,0,1,2,0,0,1,1,17.32
CSE,7.48,1,3.8,3.4,55.5,6.5,4.2,4.5,2,3,4,1,0,0,1,15.35
ECE,7.05,0,5.5,6.3,63.2,5.9,2.7,4.3,1,4,2,0,0,1,1,15.91
CSE,6.23,3,7.9,6.5,58.6,6.3,8.3,6.4,0,3,0,0,0,0,0,
CE,7.46,1,8.1,6.1,50.8,8.6,6.8,2.5,2,5,0,0,0,1,0,
CSE,7.02,0,7.2,5.8,100,9.3,4.9,1.5,0,2,1,1,0,2,1,14.37
ME,8.02,2,6,5.9,71.2,4.3,1.6,7.3,1,1,1,0,1,1,1,17.65
CSE,8.25,0,3.6,3.1,53.5,5,4.5,3,0,0,1,0,0,0,0,
ECE,5.9,0,6,1,64.1,6.9,4,8.1,0,3,3,2,1,0,1,14.8
EE,7.88,1,6.6,5.3,62.6,5.1,4.3,6.8,2,3,1,0,0,1,0,
ECE,6.32,0,8,4.7,54.5,4.3,3.6,1.9,2,2,1,1,1,1,1,13.71
ECE,6.3,1,6.6,6.4,66.8,6.2,3,6.1,2,1,1,1,0,0,1,15.91
Chemical,7.92,0,5.4,6.9,52.7,6.2,1,2.7,1,2,1,2,1,2,1,17.13
EE,6.53,0,8.4,6.1,46.8,4.1,3.8,3.3,2,5,4,0,0,2,1,17.96
ME,8.18,1,6.1,5.5,66.1,6.8,4.5,0.4,1,0,3,0,0,0,0,
CE,7.42,0,7,5.4,54.8,4,6.4,4.7,2,2,2,1,0,2,1,18.65
EE,5.54,1,3.8,1.6,96.1,3.3,0.2,4.1,1,3,2,1,0,0,1,9.26
CSE,7.16,0,5.4,6,59.7,5.7,2.7,3.8,0,2,1,1,0,3,1,13.01
CSE,7.1,3,5.5,7.7,73.7,6.2,2.8,7.2,0,1,2,0,1,3,0,
EE,7.4,3,6.9,4.1,66.2,6.7,3.3,7,0,2,0,2,0,1,0,
ECE,6.7,0,5.3,3.2,84.2,6.6,7.8,0,2,3,2,0,0,1,1,15.27
CSE,7.33,1,3.8,4.7,80.1,5.3,5.1,5.2,0,3,1,0,2,2,1,13.72
ECE,6.47,0,5.3,5.8,55,5.6,5.5,3.2,1,3,0,1,1,1,0,
CSE,5.59,1,8,4.3,56.1,6.1,4.2,7,0,1,1,0,0,0,0,
Chemical,5.87,0,4.8,7.8,44.9,5.9,6.7,0,2,4,1,1,0,0,0,
CSE,6.43,3,7.5,5,74.2,4.7,4.9,4.1,3,2,0,1,1,0,0,
CSE,6.37,0,6,5.3,55.4,6,4.3,4.6,0,4,0,2,0,1,1,15.33
EE,5.99,0,4.4,2.9,45.3,5.3,0.7,4,3,1,1,0,1,0,0,
CE,6.96,0,4.6,7.4,56.1,2.5,5.5,3,0,3,2,2,1,3,1,17.44
CE,7.02,1,6,2.1,60.6,6,8.5,3.4,3,3,1,0,0,2,1,19.56
ME,6.65,1,4.1,9.7,83.4,4.7,3,3.1,1,1,0,1,1,1,1,16.35
ME,7.23,1,4.8,4.4,56,4.5,0.9,4.1,1,3,2,3,0,2,1,13.83
IT,7.24,0,4.9,6.5,74.6,4.2,4.6,3.7,3,2,0,3,0,2,1,18.6
CSE,5.99,0,4.6,7.6,74.1,7.7,5.5,1.5,2,1,0,1,0,1,1,17.99
ECE,8.06,0,5.7,6.3,51.7,6.2,4.6,4.6,1,4,2,2,1,0,1,18.75
Chemical,6.2,0,4.7,6,47.7,5.9,6.2,1.7,1,1,1,0,0,1,0,
CSE,5.21,0,5.1,5.7,46.3,6.9,0.1,4.3,2,2,2,3,0,2,1,15.88
ECE,6.85,3,3.1,5.6,58.5,7.2,10,7.1,3,2,4,0,0,1,1,19.62
CSE,6.8,0,5.7,2.9,57.2,4.8,3.2,2.9,1,2,3,2,0,2,1,13.34
CSE,7.59,2,7.7,5.2,77.5,3.3,0.1,4.2,0,1,2,0,1,0,1,15
ECE,8.02,0,4.6,8,51.4,4.6,5.9,5.5,3,2,0,0,0,1,0,
CSE,6.68,0,8.1,7.2,68.2,5,4,5.3,0,1,1,1,0,2,0,
CSE,6.07,0,5.7,5.2,57,7.2,4.4,4.4,2,4,3,0,1,2,1,17.96
ECE,5.97,1,3.9,6.9,79.7,3,7.3,4.2,0,3,4,1,0,2,0,
CSE,5.86,0,7.1,2,86.1,8.8,2.1,6.2,1,3,0,0,0,1,1,14.76
IT,6.02,1,5,9,82.8,5.5,5.2,3.6,1,4,1,1,1,2,1,16.57
IT,8.72,0,8.3,3.3,71.3,8.5,3,4.7,2,3,0,2,0,1,0,
ME,8.06,1,7.2,3.9,56,6.7,3.2,3.9,1,0,1,1,0,1,0,
Chemical,6.34,0,7,6,63.1,9.5,4.5,5.4,0,2,4,1,0,1,0,
EE,7.57,0,5.9,3.4,68.5,4.3,6.5,4.8,1,1,1,3,1,0,1,16.67
IT,8.02,0,5.1,5.8,58.7,4.8,5.5,2.2,0,1,2,3,2,3,1,13.19
CSE,5.9,0,6.8,5.3,52,7.4,6.1,4.5,1,4,1,1,1,1,1,18.1
IT,7.34,0,6.4,6.6,79,5.4,2.3,6.9,1,4,0,0,1,0,1,19.1
Chemical,7.3,2,9.5,2.4,39.8,5.3,8.7,0.9,1,0,1,0,2,3,1,18.75
CSE,7.63,0,7.7,6.6,83.4,7.9,1.8,5.5,1,3,3,0,0,0,1,16.17
EE,6.01,0,4.2,3.7,49.4,4.3,4.6,3.3,3,3,3,0,0,1,1,14.81
IT,7.9,0,9,8,78.6,7.4,2.3,4.7,1,2,2,1,1,2,1,19.25
ECE,6.25,0,5.7,7.7,75.2,7.1,2.8,4.1,1,2,2,0,0,0,0,
ME,6.78,0,3.5,5.4,50.5,4.9,3.6,1.1,1,3,4,0,0,2,1,13.87
CSE,7.61,0,7.6,5.4,46.4,8,6.1,0.7,0,2,1,0,0,2,1,16.15
CSE,6.42,0,6.4,7.1,64.9,6.8,5,1.8,1,2,3,2,0,0,1,17.76
CSE,5.79,0,9.3,8.3,76.1,6.7,6.1,1.8,1,5,1,0,1,0,1,18.55
CE,7.52,0,5.9,3.7,40.3,4.5,4.6,3.9,0,1,0,3,0,1,1,14.79
EE,7.34,1,5.2,6.5,75.4,5.1,2.9,0.9,1,2,0,0,0,2,0,
Chemical,6.71,0,3.6,7.2,47.2,5.3,2.6,1.1,2,0,3,2,0,2,0,
CE,6.36,0,7.1,6.5,58.4,8,3.4,2.7,3,3,4,1,0,1,1,18.92
ECE,7.74,0,4.6,7.6,48,7.9,6.3,0.4,1,0,0,1,0,0,1,20.01
CSE,9.22,1,5.5,6.4,64,5.7,5.7,5.2,1,1,2,3,0,1,0,
IT,7.92,0,5.6,6,70.5,6.8,6.3,4.5,2,2,1,1,2,0,1,19.36
ME,8.43,0,4.7,3.7,36.6,4.4,1.7,8,1,4,1,0,0,0,1,18.68
EE,7.88,1,5.6,4,65.7,5.2,3,1.8,1,3,1,1,0,2,1,17.58
CSE,5.68,0,5.1,5.7,75.8,7.1,7.1,3.8,0,2,1,1,0,0,1,15.45
ME,6.91,0,5.8,6.9,61.6,6.4,5.5,1.3,1,1,1,0,1,0,0,
ECE,7.16,0,5.9,5.3,73.9,5,6.1,6.4,2,3,1,3,0,1,0,
CSE,7.13,0,5.4,6.8,45.3,5,5.9,3.8,1,2,2,0,1,1,1,17.61
IT,8.45,3,7.4,7,77.6,5.8,4.4,5.6,1,4,3,0,0,2,1,23.39
ME,7.63,0,7.9,7.8,62.4,8,3.3,4.2,1,1,0,0,0,0,1,17.93
ECE,8.61,1,4.3,6.5,92.9,5.4,5.1,4,1,4,2,0,1,2,1,17.37
IT,6.05,2,4.1,3.3,69.5,4.6,2,2.6,2,4,1,0,0,2,1,12.31
ME,9.43,0,6.7,10,70.5,6,5.7,5.4,1,3,2,2,0,0,1,24.93
CSE,6.68,2,8.8,6.2,72.5,6.7,2.3,5.6,0,5,1,0,0,0,1,14.66
Chemical,8.69,0,6.6,5.4,67.1,5.5,5.7,1.3,0,1,1,0,1,0,1,16.59
ECE,6.33,0,6,4.9,77.7,6.7,4.7,2.7,2,1,1,0,1,1,0,
IT,7.5,0,5.3,4.6,79.5,6.6,4.7,5.7,3,2,1,0,0,2,1,20.29
IT,9.09,2,7.2,7.2,85.1,6.6,6.9,3.8,1,3,1,1,1,3,0,
CSE,6.72,0,7.5,1,74.5,5.7,5.2,4.8,1,2,1,2,0,2,1,17.93
ME,8.15,0,5.3,6.3,58.8,5.8,2.1,3.3,0,4,3,1,0,0,1,13.96
CSE,7.91,1,8.4,3.7,69.9,3.8,4.7,1.8,0,3,1,1,0,2,1,15.97
ECE,7.42,0,6.7,3.3,62.2,6.8,2.2,2.1,1,1,1,2,0,2,0,
EE,7.74,0,5.5,7.4,43.2,7.5,0.1,1.5,1,1,3,1,0,1,0,
CSE,7.2,0,6.2,2.8,67.9,8.5,4.9,5.6,0,3,1,0,1,1,0,
CSE,7.79,1,5.3,5,49.2,6.8,1.8,3.4,0,3,2,3,1,0,1,12.65
ME,7.52,2,4.6,5.2,55.8,6,6,3.3,2,4,1,1,0,0,0,
CE,7.36,0,7.3,3.8,67.1,9.3,4.5,3.4,1,2,4,0,0,1,0,
EE,7.3,0,5.3,9.4,81.8,4.7,2,1.9,0,3,1,2,0,0,1,14.78
IT,5.88,1,5.1,5.9,53.7,5.3,2.8,5.4,2,2,3,2,0,2,1,17.04
EE,6.35,0,9.3,5.5,75,6.7,6.9,4.4,3,0,1,0,0,1,1,21.7
IT,6.35,0,3.4,8.9,64.4,5.9,3.3,3,1,2,0,1,1,0,0,
CSE,6.22,1,8.1,5.7,56.4,7.3,3.2,1.1,0,1,3,1,0,1,1,14.62
CE,6.93,0,6.5,5.3,52.8,5.1,3,3.1,0,4,1,0,1,2,1,14.96
ECE,5.98,0,7.6,7.7,48,4.3,6.8,3.3,0,3,0,0,0,1,1,20.65
Chemical,7.8,0,7.6,4.5,66.9,7.7,7.6,6.7,2,4,3,2,0,3,1,21.89
ME,6.54,0,6.4,8,50.6,5.8,2.5,1.8,1,3,2,3,0,0,1,17.82
Chemical,7.57,0,5.8,4.9,66.4,3.8,3.7,2.9,2,2,1,2,0,0,1,16.48
IT,7.77,0,7.3,6.2,51.8,6.3,3.6,2.6,1,3,1,1,0,0,1,19.1
EE,6.49,2,8.9,7.1,64.1,2.9,2.9,1.5,0,1,4,1,2,2,1,13.86
ME,7.18,0,5.1,5.4,50.1,6.6,3.3,5.1,1,2,0,0,0,0,1,15.57
ME,6.32,0,8.8,4.9,77.6,8.3,9.3,7.1,0,2,1,1,0,2,0,
CE,9.6,2,4.1,5.6,52,4.3,2.3,5.1,1,4,2,2,0,2,1,19.82
ECE,5.97,0,8.5,2.9,44.5,5.3,3.6,3.6,2,4,3,0,0,2,0,
Chemical,7.63,0,7.2,6.6,57.4,6.6,5.6,4.6,1,3,1,0,1,1,1,18.2
IT,7.73,0,6,8.7,68.9,3.6,2.6,1.5,3,2,2,2,1,0,1,20.91
IT,7.7,0,6.7,5.4,81,3,6.3,7.1,2,2,0,0,1,2,0,
ME,9.18,0,7.8,5.9,71.6,5.1,4.4,4.9,1,1,1,0,0,0,0,
CSE,7.14,0,7.6,5.2,61.8,8.4,3.8,4.9,2,2,1,0,1,3,1,18.84
EE,7.05,0,7.7,4.4,44.4,6.5,4,4.5,1,4,4,0,0,2,1,16.78
ECE,8.24,0,5,6,45.5,6.7,2.3,4.4,3,1,2,2,2,2,1,18.37
IT,9.83,0,6.6,4.8,74.9,9,3.1,7,2,2,0,2,1,1,1,21.64
IT,8.54,0,4.1,5.7,69.1,7,4.5,4.5,0,4,1,0,0,1,1,16.22
